name,short.name,appearances,comment,changed.in.old,present.in.old
ALCOCK JE,ALCOCK J,1,NA,FALSE,FALSE
ALCOFF,ALCOFF,1,NA,TRUE,TRUE
ALCOFF L,ALCOFF L,6,NA,FALSE,TRUE
ALCOFF L M,ALCOFF L,9,NA,FALSE,TRUE
ALCOFF LINDA,ALCOFF L,2,NA,FALSE,FALSE
ALCOFF LINDA M,ALCOFF L,2,NA,FALSE,FALSE
ALCOFF LINDA MARTIN,ALCOFF L,16,NA,FALSE,TRUE
ALCOFF LM,ALCOFF L,10,NA,FALSE,TRUE
ALCOFFLM,ALCOFFLM,1,NA,TRUE,TRUE
ALCOHOLICS ANONYMOUS,ALCOHOLICS A,1,NA,TRUE,TRUE
ALDEA A S,ALDEA A,2,NA,FALSE,TRUE
ALDEA AS,ALDEA A,77,NA,FALSE,TRUE
ALDECOA F,ALDECOA F,1,NA,FALSE,FALSE
ALDER K,ALDER K,1,NA,FALSE,FALSE
ALDER KEN,ALDER K,1,NA,FALSE,TRUE
ALDERSON-DAY B,ALDERSON,91,NA,TRUE,TRUE
ALDERSONDAY B,ALDERSONDAY B,3,NA,FALSE,TRUE
ALDO RP,ALDO R,1,NA,FALSE,TRUE
ALDRICH GILLIAN,ALDRICH G,1,NA,FALSE,FALSE
ALDWELL E,ALDWELL E,1,NA,FALSE,TRUE
ALEC BOJAN Z,ALEC B,1,NA,FALSE,FALSE
ALEIDA,ALEIDA,2,NA,TRUE,TRUE
ALEIDA ASSMANN,ALEIDA A,1,NA,TRUE,TRUE
ALEKSANDER I,ALEKSANDER I,33,NA,FALSE,TRUE
ALEKSANDR S,ALEKSANDR S,2,NA,FALSE,FALSE
ALEKSEEV N N,ALEKSEEV N,1,NA,FALSE,TRUE
ALEKSEJ SCHERNJAKOW,ALEKSEJ S,1,NA,FALSE,TRUE
ALEMAN A,ALEMAN A,3,NA,FALSE,TRUE
ALEMAN ANDRE,ALEMAN A,1,NA,FALSE,FALSE
ALEMAN JORGE,ALEMAN J,1,NA,FALSE,FALSE
ALER JM,ALER J,1,NA,FALSE,TRUE
ALES BA,ALES B,1,NA,FALSE,TRUE
ALES BELLO A,ALES B,12,NA,TRUE,TRUE
ALES BELLO ANGELA,ALES B,3,NA,TRUE,TRUE
ALESBELLO A,ALESBELLO A,1,NA,TRUE,TRUE
ALESSANDRELLI M,ALESSANDRELLI M,1,NA,FALSE,TRUE
ALESSANDRIA M,ALESSANDRIA M,1,NA,FALSE,TRUE
ALESSIO M,ALESSIO M,1,NA,FALSE,FALSE
ALEXADNER W,ALEXADNER W,1,NA,TRUE,TRUE
ALEXANDER A,ALEXANDER A,1,NA,FALSE,FALSE
ALEXANDER B,ALEXANDER B,1,NA,FALSE,TRUE
ALEXANDER C,ALEXANDER C,1,NA,FALSE,FALSE
ALEXANDER C N,ALEXANDER C,1,NA,FALSE,TRUE
ALEXANDER DA,ALEXANDER D,1,NA,FALSE,TRUE
ALEXANDER E,ALEXANDER E,1,NA,FALSE,FALSE
ALEXANDER F,ALEXANDER F,1,NA,FALSE,TRUE
ALEXANDER H G,ALEXANDER H,1,NA,FALSE,TRUE
ALEXANDER HR,ALEXANDER H,1,NA,FALSE,TRUE
ALEXANDER IW,ALEXANDER I,13,NA,FALSE,TRUE
ALEXANDER J,ALEXANDER J,2,NA,FALSE,FALSE
ALEXANDER JC,ALEXANDER J,2,NA,FALSE,TRUE
ALEXANDER JD,ALEXANDER J,1,NA,FALSE,TRUE
ALEXANDER L,ALEXANDER L,1,NA,FALSE,TRUE
ALEXANDER M JACQUI,ALEXANDER M,1,NA,FALSE,FALSE
ALEXANDER MICHAEL,ALEXANDER M,1,NA,FALSE,FALSE
ALEXANDER MICHELLE,ALEXANDER M,1,NA,FALSE,TRUE
ALEXANDER MP,ALEXANDER M,1,NA,FALSE,TRUE
ALEXANDER N,ALEXANDER N,1,NA,FALSE,FALSE
ALEXANDER NATALIE,ALEXANDER N,2,NA,FALSE,TRUE
ALEXANDER PFANDER,ALEXANDER P,1,NA,FALSE,FALSE
ALEXANDER R,ALEXANDER R,42,NA,FALSE,TRUE
ALEXANDER ROBERT,ALEXANDER R,3,NA,FALSE,TRUE
ALEXANDER S,ALEXANDER S,2,NA,FALSE,TRUE
ALEXANDER SAMUEL,ALEXANDER S,1,NA,FALSE,TRUE
ALEXANDER SCHNELL,ALEXANDER S,1,NA,FALSE,FALSE
ALEXANDER T,ALEXANDER T,1,NA,FALSE,TRUE
ALEXANDER THOMAS M,ALEXANDER T,1,NA,FALSE,TRUE
ALEXANDER TM,ALEXANDER T,1,NA,FALSE,TRUE
ALEXANDROV YU I,ALEXANDROV Y,1,NA,FALSE,TRUE
ALEXANDROVA A,ALEXANDROVA A,1,NA,FALSE,TRUE
ALEXEI K,ALEXEI K,7,NA,FALSE,FALSE
ALEXY R,ALEXY R,1,NA,FALSE,FALSE
ALEXY ROBERT,ALEXY R,2,NA,FALSE,TRUE
ALFARABI,ALFARABI,1,NA,FALSE,TRUE
ALFERI PIERRE,ALFERI P,1,NA,FALSE,FALSE
ALFIERI A,ALFIERI A,1,NA,FALSE,FALSE
ALFIERI F,ALFIERI F,1,NA,FALSE,FALSE
ALFIERI LUIGI,ALFIERI L,1,NA,FALSE,TRUE
ALFLATT M E,ALFLATT M,1,NA,FALSE,TRUE
ALFONSO DR,ALFONSO D,6,NA,FALSE,TRUE
ALFORD CF,ALFORD C,2,NA,FALSE,FALSE
ALFRED S,ALFRED S,1,NA,TRUE,TRUE
ALFRED SCHMIDT,ALFRED S,1,NA,FALSE,TRUE
ALFRED TAIAIAKE,ALFRED T,1,NA,FALSE,FALSE
ALGHAZALI,ALGHAZALI,1,NA,TRUE,TRUE
ALGHAZALI A H,ALGHAZALI A,1,NA,FALSE,TRUE
ALGRA K,ALGRA K,1,NA,FALSE,FALSE
ALI A,ALI A,1,NA,FALSE,FALSE
ALI ZAHRA,ALI Z,1,NA,FALSE,TRUE
ALIAIEV G,ALIAIEV G,1,NA,FALSE,TRUE
ALIBALI MW,ALIBALI M,3,NA,FALSE,TRUE
ALIC S,ALIC S,6,NA,FALSE,TRUE
ALICI LUCA,ALICI L,1,NA,FALSE,TRUE
ALICI T,ALICI T,1,NA,FALSE,TRUE
ALICI TAMBIEN L,ALICI T,1,NA,FALSE,TRUE
ALIGHIERI DANTE,ALIGHIERI D,2,NA,FALSE,TRUE
ALIM S H,ALIM S,1,NA,FALSE,TRUE
ALIMAM A A,ALIMAM A,1,NA,FALSE,TRUE
ALISON DAVID B,ALISON D,1,NA,FALSE,TRUE
ALISON MARTIN,ALISON M,2,NA,FALSE,FALSE
ALISON SIMMONS,ALISON S,2,NA,FALSE,FALSE
ALISON STONE,ALISON S,1,NA,FALSE,FALSE
ALIU SO,ALIU S,1,NA,FALSE,TRUE
ALIVIZATOS NICOS C,ALIVIZATOS N,1,NA,FALSE,FALSE
ALIYEVA OLGA V,ALIYEVA O,1,NA,FALSE,FALSE
ALKADHI H,ALKADHI H,1,NA,FALSE,FALSE
ALKHALILI J,ALKHALILI J,1,NA,FALSE,FALSE
ALKIRE MT,ALKIRE M,1,NA,FALSE,FALSE
ALKON GABRIEL,ALKON G,1,NA,FALSE,FALSE
ALKSNIS N,ALKSNIS N,77,NA,FALSE,FALSE
ALLABY M,ALLABY M,1,NA,FALSE,FALSE
ALLAIS L,ALLAIS L,14,NA,FALSE,TRUE
ALLAIS LUCY,ALLAIS L,2,NA,FALSE,FALSE
ALLAKHVERDOV VM,ALLAKHVERDOV V,1,NA,FALSE,FALSE
ALLAN ROY A,ALLAN R,1,NA,FALSE,TRUE
ALLAN WOLTER OFM,ALLAN W,1,NA,TRUE,TRUE
ALLARDYCE J,ALLARDYCE J,1,NA,FALSE,TRUE
ALLASON BARBARA,ALLASON B,1,NA,FALSE,TRUE
ALLCHIN D,ALLCHIN D,1,NA,FALSE,TRUE
ALLCHIN DOUGLAS,ALLCHIN D,1,NA,FALSE,TRUE
ALLEAU R,ALLEAU R,1,NA,FALSE,TRUE
ALLEG H,ALLEG H,1,NA,FALSE,TRUE
ALLEMAN B,ALLEMAN B,1,NA,FALSE,FALSE
ALLEN A,ALLEN A,3,NA,FALSE,TRUE
ALLEN AMY,ALLEN A,1,NA,FALSE,FALSE
ALLEN B,ALLEN B,1,NA,FALSE,TRUE
ALLEN C,ALLEN C,4,NA,FALSE,TRUE
ALLEN COLIN,ALLEN C,1,NA,FALSE,TRUE
ALLEN D,ALLEN D,3,NA,FALSE,TRUE
ALLEN DG,ALLEN D,10,NA,FALSE,TRUE
ALLEN J,ALLEN J,7,NA,FALSE,TRUE
ALLEN JEFFNER,ALLEN J,5,NA,FALSE,TRUE
ALLEN K,ALLEN K,6,NA,FALSE,TRUE
ALLEN M,ALLEN M,4,NA,FALSE,TRUE
ALLEN MARY,ALLEN M,1,NA,FALSE,FALSE
ALLEN MJB,ALLEN M,1,NA,FALSE,TRUE
ALLEN P,ALLEN P,22,NA,FALSE,TRUE
ALLEN PRUDENCE,ALLEN P,1,NA,FALSE,FALSE
ALLEN R,ALLEN R,1,NA,FALSE,TRUE
ALLEN RD,ALLEN R,1,NA,FALSE,FALSE
ALLEN RICHARD,ALLEN R,1,NA,FALSE,TRUE
ALLEN RT,ALLEN R,2,NA,FALSE,TRUE
ALLEN RUTH,ALLEN R,1,NA,FALSE,FALSE
ALLEN SR,ALLEN S,2,NA,FALSE,TRUE
ALLEN SR PRUDENCE,ALLEN S,1,NA,FALSE,FALSE
ALLEN V,ALLEN V,1,NA,FALSE,TRUE
ALLEN WF,ALLEN W,6,NA,FALSE,TRUE
ALLENBY B R,ALLENBY B,1,NA,FALSE,FALSE
ALLENCOLLINSON J,ALLENCOLLINSON J,3,NA,FALSE,TRUE
ALLENDE I,ALLENDE I,1,NA,FALSE,TRUE
ALLERS RUDOLF,ALLERS R,2,NA,FALSE,FALSE
ALLES BELLO A,ALLES B,1,NA,TRUE,TRUE
ALLES G D,ALLES G,1,NA,FALSE,TRUE
ALLESCH C G,ALLESCH C,1,NA,FALSE,FALSE
ALLESCH G J V,ALLESCH G,1,NA,FALSE,FALSE
ALLHOFF F,ALLHOFF F,1,NA,FALSE,TRUE
ALLIEZ E,ALLIEZ E,1,NA,FALSE,FALSE
ALLIEZ ERIC,ALLIEZ E,5,NA,FALSE,TRUE
ALLIGOOD K,ALLIGOOD K,1,NA,FALSE,TRUE
ALLINSON R E,ALLINSON R,1,NA,FALSE,TRUE
ALLINSON ROBERT,ALLINSON R,2,NA,FALSE,FALSE
ALLINSON ROBERT E,ALLINSON R,1,NA,FALSE,TRUE
ALLISON D B,ALLISON D,1,NA,FALSE,TRUE
ALLISON DAVID,ALLISON D,1,NA,FALSE,TRUE
ALLISON DAVID B,ALLISON D,1,NA,FALSE,FALSE
ALLISON H,ALLISON H,7,NA,FALSE,TRUE
ALLISON H E,ALLISON H,10,NA,FALSE,TRUE
ALLISON HE,ALLISON H,5,NA,FALSE,TRUE
ALLISON HENRY,ALLISON H,12,NA,FALSE,TRUE
ALLISON HENRY E,ALLISON H,6,NA,FALSE,TRUE
ALLISON JM,ALLISON J,1,NA,FALSE,FALSE
ALLISON T,ALLISON T,2,NA,FALSE,TRUE
ALLIX L,ALLIX L,1,NA,FALSE,TRUE
ALLMAN J,ALLMAN J,2,NA,FALSE,TRUE
ALLMAN MJ,ALLMAN M,1,NA,TRUE,TRUE
ALLOA E,ALLOA E,178,NA,FALSE,TRUE
ALLOA EMMANUEL,ALLOA E,7,NA,FALSE,TRUE
ALLODI L,ALLODI L,1,NA,FALSE,TRUE
ALLONNES MR,ALLONNES M,1,NA,FALSE,TRUE
ALLORI V,ALLORI V,1,NA,FALSE,FALSE
ALLOUCH J,ALLOUCH J,1,NA,FALSE,TRUE
ALLOUCH JEAN,ALLOUCH J,1,NA,FALSE,TRUE
ALLOY LB,ALLOY L,2,NA,FALSE,TRUE
ALLPORT A,ALLPORT A,3,NA,FALSE,TRUE
ALLPORT GW,ALLPORT G,1,NA,FALSE,TRUE
ALLSOBROOK C,ALLSOBROOK C,12,NA,FALSE,TRUE
ALLWEIN G,ALLWEIN G,1,NA,FALSE,TRUE
ALLWOHN A,ALLWOHN A,1,NA,FALSE,TRUE
ALLY MASHUQ,ALLY M,1,NA,FALSE,FALSE
ALLY MATTHEW,ALLY M,1,NA,FALSE,FALSE
ALLY MC,ALLY M,14,NA,FALSE,FALSE
ALMADA LF,ALMADA L,27,NA,FALSE,TRUE
ALMAGRO MF,ALMAGRO M,1,NA,FALSE,TRUE
ALMEDER R,ALMEDER R,1,NA,FALSE,TRUE
ALMEIDA G,ALMEIDA G,1,NA,FALSE,FALSE
ALMEIDA T,ALMEIDA T,1,NA,FALSE,FALSE
ALMENDROS N,ALMENDROS N,1,NA,FALSE,TRUE
ALMODOVAR PEDRO,ALMODOVAR P,1,NA,FALSE,TRUE
ALMOG M,ALMOG M,18,NA,FALSE,TRUE
ALMOGI O,ALMOGI O,2,NA,FALSE,TRUE
ALMOND,ALMOND,1,NA,TRUE,TRUE
ALMOND P,ALMOND P,1,NA,FALSE,TRUE
ALMOND P C,ALMOND P,1,NA,FALSE,TRUE
ALOIZ J,ALOIZ J,1,NA,FALSE,TRUE
ALONSO C,ALONSO C,1,NA,FALSE,FALSE
ALONSO D U,ALONSO D,1,NA,FALSE,FALSE
ALONSO RN,ALONSO R,18,NA,FALSE,TRUE
ALONSOFERNANDEZ F,ALONSOFERNANDEZ F,1,NA,FALSE,FALSE
ALPATOV VM,ALPATOV V,1,NA,FALSE,TRUE
ALPHEUS K,ALPHEUS K,1,NA,FALSE,FALSE
ALPHONSE DE WAELHENS,ALPHONSE D,1,NA,TRUE,TRUE
ALQUIE F,ALQUIE F,7,NA,FALSE,TRUE
ALQUIE FERDINAND,ALQUIE F,5,NA,FALSE,TRUE
ALROE H E,ALROE H,1,NA,FALSE,FALSE
ALROE HF,ALROE H,72,NA,FALSE,TRUE
ALROE HUGO FJELSTED,ALROE H,1,NA,FALSE,TRUE
ALSAJI A,ALSAJI A,20,NA,FALSE,TRUE
ALSAJI ALIA,ALSAJI A,5,NA,FALSE,TRUE
ALSBERG P,ALSBERG P,1,NA,FALSE,FALSE
ALSMITH A,ALSMITH A,3,NA,FALSE,TRUE
ALSMITH A J,ALSMITH A,2,NA,FALSE,FALSE
ALSMITH AJT,ALSMITH A,1,NA,FALSE,TRUE
ALSOP R,ALSOP R,1,NA,FALSE,FALSE
ALSTON P,ALSTON P,1,NA,TRUE,TRUE
ALSTON W,ALSTON W,13,NA,FALSE,TRUE
ALSTON W P,ALSTON W,1,NA,FALSE,TRUE
ALSTON WILLIAM,ALSTON W,3,NA,FALSE,TRUE
ALSTON WILLIAM P,ALSTON W,1,NA,FALSE,TRUE
ALSTON WP,ALSTON W,9,NA,FALSE,TRUE
ALTAYA BARCELONA,ALTAYA B,1,NA,TRUE,TRUE
ALTENBURGER R,ALTENBURGER R,1,NA,FALSE,FALSE
ALTER A,ALTER A,1,NA,FALSE,FALSE
ALTER AL,ALTER A,1,NA,FALSE,TRUE
ALTER J,ALTER J,1,NA,FALSE,TRUE
ALTER MARIA P,ALTER M,1,NA,FALSE,TRUE
ALTER T,ALTER T,6,NA,FALSE,TRUE
ALTER TORIN,ALTER T,2,NA,FALSE,FALSE
ALTEZ-ALBELA FR,ALTEZ,15,NA,TRUE,TRUE
ALTHAUS P,ALTHAUS P,1,NA,FALSE,TRUE
ALTHAUSREID M,ALTHAUSREID M,1,NA,FALSE,FALSE
ALTHUSSER COLLETTI,ALTHUSSER C,1,NA,FALSE,FALSE
ALTHUSSER L,ALTHUSSER L,10,NA,FALSE,TRUE
ALTHUSSER LOUIS,ALTHUSSER L,3,NA,FALSE,TRUE
ALTIERI L,ALTIERI L,14,NA,FALSE,TRUE
ALTIERI LORENZO,ALTIERI L,1,NA,FALSE,TRUE
ALTMAN M,ALTMAN M,24,NA,FALSE,TRUE
ALTMAN M C,ALTMAN M,1,NA,FALSE,TRUE
ALTMAN RICK,ALTMAN R,1,NA,FALSE,FALSE
ALTMAN WILLIAM HF,ALTMAN W,1,NA,FALSE,FALSE
ALTMANN A,ALTMANN A,2,NA,FALSE,TRUE
ALTMANN SA,ALTMANN S,1,NA,FALSE,TRUE
ALTOBRANDO A,ALTOBRANDO A,37,NA,FALSE,TRUE
ALTOBRANDO ANDREA,ALTOBRANDO A,1,NA,FALSE,TRUE
ALTON J,ALTON J,1,NA,FALSE,FALSE
ALTSHULER R,ALTSHULER R,2,NA,FALSE,FALSE
ALTUNALIZASO B,ALTUNALIZASO B,1,NA,FALSE,TRUE
ALTWEGG J,ALTWEGG J,1,NA,FALSE,TRUE
ALUNNI CHARLES,ALUNNI C,1,NA,FALSE,TRUE
ALVAN A,ALVAN A,1,NA,FALSE,TRUE
ALVARADO CS,ALVARADO C,2,NA,FALSE,TRUE
ALVARADO GE,ALVARADO G,1,NA,FALSE,FALSE
ALVARADO JOSE TOMAS,ALVARADO J,1,NA,FALSE,TRUE
ALVARES SOLIS A,ALVARES S,1,NA,FALSE,FALSE
ALVAREZ AS,ALVAREZ A,1,NA,FALSE,TRUE
ALVAREZ E,ALVAREZ E,11,NA,FALSE,FALSE
ALVAREZ FALCON L,ALVAREZ F,5,NA,FALSE,TRUE
ALVAREZ GOMEZ M,ALVAREZ G,1,NA,TRUE,TRUE
ALVAREZ JESUS M DIAZ,ALVAREZ J,1,NA,FALSE,FALSE
ALVAREZ JMD,ALVAREZ J,31,NA,FALSE,TRUE
ALVAREZ L,ALVAREZ L,2,NA,FALSE,TRUE
ALVAREZ L J,ALVAREZ L,1,NA,FALSE,FALSE
ALVAREZ M,ALVAREZ M,2,NA,FALSE,TRUE
ALVAREZ RAMIREZ WILLIAM,ALVAREZ R,1,NA,TRUE,TRUE
ALVAREZBOLADO A,ALVAREZBOLADO A,1,NA,FALSE,TRUE
ALVAREZURIA F,ALVAREZURIA F,1,NA,FALSE,FALSE
ALVARO DANIEL,ALVARO D,1,NA,FALSE,FALSE
ALVES MS,ALVES M,1,NA,FALSE,FALSE
ALVES P,ALVES P,6,NA,FALSE,TRUE
ALVES P M S,ALVES P,2,NA,FALSE,TRUE
ALVES P S,ALVES P,1,NA,FALSE,TRUE
ALVES PEDRO,ALVES P,2,NA,FALSE,TRUE
ALVES PEDRO S,ALVES P,1,NA,FALSE,FALSE
ALVES PMS,ALVES P,60,NA,FALSE,TRUE
ALVES PS,ALVES P,3,NA,FALSE,FALSE
ALVIN JW,ALVIN J,12,NA,FALSE,TRUE
ALVIRA R,ALVIRA R,1,NA,FALSE,TRUE
ALVIS JASON,ALVIS J,2,NA,FALSE,FALSE
ALVIS JW,ALVIS J,150,NA,FALSE,TRUE
ALVOS L,ALVOS L,1,NA,FALSE,FALSE
ALWEISS L,ALWEISS L,25,NA,FALSE,TRUE
ALWISHAH A,ALWISHAH A,1,NA,FALSE,TRUE
ALYABEVA ZS,ALYABEVA Z,1,NA,FALSE,FALSE
ALYPIUS,ALYPIUS,1,NA,FALSE,TRUE
ALYUSHIN A L,ALYUSHIN A,1,NA,FALSE,TRUE
ALZNAUER M,ALZNAUER M,1,NA,FALSE,FALSE
ALZNAUER MARK,ALZNAUER M,1,NA,FALSE,TRUE
AM PSYCH ASS,AM P,2,NA,TRUE,TRUE
AM SOC AESTH PLAS,AM S,1,NA,TRUE,TRUE
AMABILE TM,AMABILE T,1,NA,FALSE,TRUE
AMADEO F,AMADEO F,8,NA,FALSE,TRUE
AMADO G,AMADO G,1,NA,FALSE,TRUE
AMALRIC J L,AMALRIC J,1,NA,FALSE,TRUE
AMALRIC JEANLUC,AMALRIC J,1,NA,FALSE,FALSE
AMALRIC JL,AMALRIC J,3,NA,FALSE,TRUE
AMANO K,AMANO K,1,NA,FALSE,TRUE
AMANZIO M,AMANZIO M,1,NA,FALSE,FALSE
AMARAL MARIA NAZAR DE CAMARGO PACHECO,AMARAL M,1,NA,FALSE,TRUE
AMARAL P,AMARAL P,1,NA,FALSE,TRUE
AMATUCCI M,AMATUCCI M,4,NA,FALSE,TRUE
AMATUZZI M M,AMATUZZI M,1,NA,FALSE,TRUE
AMBACHER M,AMBACHER M,2,NA,FALSE,TRUE
AMBADY N,AMBADY N,1,NA,FALSE,TRUE
AMBRESTER ROY,AMBRESTER R,1,NA,FALSE,FALSE
AMBROISE B,AMBROISE B,6,NA,FALSE,TRUE
AMBROSE A,AMBROSE A,1,NA,FALSE,TRUE
AMBROSINI E,AMBROSINI E,1,NA,FALSE,FALSE
AMBROSIO FJ,AMBROSIO F,1,NA,FALSE,TRUE
AMBROSIO FRANCIS J,AMBROSIO F,1,NA,FALSE,TRUE
AMBUEL DAVID,AMBUEL D,1,NA,FALSE,TRUE
AMBURY J,AMBURY J,11,NA,FALSE,FALSE
AMENGUAL G,AMENGUAL G,2,NA,FALSE,TRUE
AMENGUAL GABRIEL,AMENGUAL G,1,NA,FALSE,FALSE
AMERICAN HERITAGE DICTIONARY,AMERICAN H,1,NA,TRUE,TRUE
AMERICAN PSYCHIATRIC ASSOCIATION,AMERICAN P,25,NA,TRUE,TRUE
AMERICAN PSYCHIATRIC ASSOCIATION APA,AMERICAN P,7,NA,TRUE,TRUE
AMERICAN PSYCHIATRICASSOCIATION,AMERICAN P,1,NA,FALSE,FALSE
AMERICAN PSYCHOLOGICAL ASSOCATION,AMERICAN P,1,NA,FALSE,FALSE
AMERICAN PSYCHOLOGICAL ASSOCIATION,AMERICAN P,1,NA,FALSE,FALSE
AMERICAN PSYCIATRIC ASSOCIATION,AMERICAN P,1,NA,FALSE,FALSE
AMERIKS K,AMERIKS K,14,NA,FALSE,TRUE
AMERIKS KARL,AMERIKS K,8,NA,FALSE,TRUE
AMERY J,AMERY J,4,NA,FALSE,TRUE
AMERY JEAN,AMERY J,9,NA,FALSE,TRUE
AMES,AMES,1,NA,TRUE,TRUE
AMES JONANTHAN,AMES J,1,NA,FALSE,TRUE
AMES R,AMES R,1,NA,FALSE,FALSE
AMES V M,AMES V,1,NA,FALSE,TRUE
AMIDZIC O,AMIDZIC O,1,NA,FALSE,TRUE
AMIEL A,AMIEL A,1,NA,FALSE,TRUE
AMIET P,AMIET P,1,NA,FALSE,TRUE
AMIN S,AMIN S,1,NA,FALSE,FALSE
AMIOT MICHEL,AMIOT M,1,NA,FALSE,FALSE
AMIR H,AMIR H,1,NA,FALSE,TRUE
AMIR N,AMIR N,1,NA,FALSE,TRUE
AMIS K,AMIS K,1,NA,FALSE,TRUE
AMMANN H,AMMANN H,1,NA,FALSE,TRUE
AMMANN HERMANN,AMMANN H,1,NA,FALSE,TRUE
AMMERMAN RR,AMMERMAN R,1,NA,FALSE,TRUE
AMODIO DM,AMODIO D,1,NA,FALSE,TRUE
AMON SANTIAGO,AMON S,1,NA,FALSE,TRUE
AMORETTI M C,AMORETTI M,1,NA,FALSE,FALSE
AMORETTI MC,AMORETTI M,1,NA,FALSE,TRUE
AMORI M,AMORI M,1,NA,FALSE,TRUE
AMORIM FILHO OSWALDO BUENO,AMORIM F,1,NA,FALSE,TRUE
AMOROS A,AMOROS A,1,NA,FALSE,TRUE
AMOROS C,AMOROS C,2,NA,FALSE,TRUE
AMOROS CELIA,AMOROS C,4,NA,FALSE,TRUE
AMOROSO L,AMOROSO L,1,NA,FALSE,TRUE
AMOSSY R,AMOSSY R,1,NA,FALSE,TRUE
AMOUR PAUL ST,AMOUR P,1,NA,FALSE,TRUE
AMRINE F,AMRINE F,1,NA,FALSE,FALSE
AMRINE FREDERICK,AMRINE F,1,NA,FALSE,FALSE
AMSELEK P,AMSELEK P,2,NA,FALSE,TRUE
AMSTER H,AMSTER H,1,NA,FALSE,TRUE
AMSTERDAM B,AMSTERDAM B,2,NA,FALSE,TRUE
AMUNDSON R,AMUNDSON R,1,NA,FALSE,TRUE
AMUNDSON RON,AMUNDSON R,1,NA,FALSE,TRUE
AMY HOLLYWOOD STATES,AMY H,1,NA,TRUE,TRUE
AN CJ,AN C,1,NA,FALSE,FALSE
ANAGNOST ANN,ANAGNOST A,1,NA,FALSE,FALSE
ANAGNOSTOPOULOS GEORGIOS,ANAGNOSTOPOULOS G,1,NA,FALSE,TRUE
ANALAYO,ANALAYO,1,NA,FALSE,FALSE
ANALYSEN PASSIVEN SY,ANALYSEN P,1,NA,FALSE,TRUE
ANANDAMURTI SHRII SHRII,ANANDAMURTI S,1,NA,FALSE,FALSE
ANANDAMURTI SS,ANANDAMURTI S,1,NA,FALSE,FALSE
ANANDAVARDHANA,ANANDAVARDHANA,1,NA,FALSE,TRUE
ANANIEVA E,ANANIEVA E,20,NA,FALSE,TRUE
ANANTMURTY U R,ANANTMURTY U,1,NA,FALSE,FALSE
ANAPOLITANOS DA,ANAPOLITANOS D,1,NA,FALSE,TRUE
ANASTASI JS,ANASTASI J,1,NA,FALSE,TRUE
ANASTOPOULOS C,ANASTOPOULOS C,2,NA,FALSE,TRUE
ANATOLIJ AHUTIN,ANATOLIJ A,1,NA,FALSE,TRUE
ANAWATI GC,ANAWATI G,1,NA,FALSE,TRUE
ANAXAGORAS,ANAXAGORAS,1,NA,FALSE,FALSE
ANCESCHI L,ANCESCHI L,2,NA,FALSE,TRUE
ANCHE MKLINE,ANCHE M,1,NA,TRUE,TRUE
ANCILLOTTI JP,ANCILLOTTI J,1,NA,FALSE,TRUE
ANCORA,ANCORA,1,NA,TRUE,TRUE
ANDEN L,ANDEN L,44,NA,FALSE,TRUE
ANDERMANN KERSTIN,ANDERMANN K,1,NA,FALSE,TRUE
ANDERMATT ALOIS,ANDERMATT A,1,NA,FALSE,FALSE
ANDERS G,ANDERS G,5,NA,FALSE,TRUE
ANDERS G S,ANDERS G,1,NA,FALSE,TRUE
ANDERS GUNTHER,ANDERS G,4,NA,FALSE,TRUE
ANDERS M,ANDERS M,1,NA,FALSE,TRUE
ANDERS N,ANDERS N,1,NA,FALSE,TRUE
ANDERSEN,ANDERSEN,1,NA,FALSE,TRUE
ANDERSEN HK,ANDERSEN H,2,NA,FALSE,TRUE
ANDERSEN N,ANDERSEN N,42,NA,FALSE,TRUE
ANDERSEN NA,ANDERSEN N,1,NA,FALSE,FALSE
ANDERSEN PAUL K,ANDERSEN P,1,NA,FALSE,TRUE
ANDERSEN PB,ANDERSEN P,2,NA,FALSE,TRUE
ANDERSEN PK,ANDERSEN P,2,NA,FALSE,TRUE
ANDERSEN RA,ANDERSEN R,1,NA,FALSE,FALSE
ANDERSEN S,ANDERSEN S,1,NA,FALSE,TRUE
ANDERSEN SM,ANDERSEN S,1,NA,FALSE,TRUE
ANDERSEN T,ANDERSEN T,1,NA,FALSE,TRUE
ANDERSEN W,ANDERSEN W,1,NA,FALSE,TRUE
ANDERSON A,ANDERSON A,3,NA,FALSE,TRUE
ANDERSON B,ANDERSON B,5,NA,FALSE,TRUE
ANDERSON C A,ANDERSON C,1,NA,FALSE,TRUE
ANDERSON CA,ANDERSON C,3,NA,FALSE,TRUE
ANDERSON D R,ANDERSON D,1,NA,FALSE,TRUE
ANDERSON DMW,ANDERSON D,1,NA,FALSE,TRUE
ANDERSON DOUGLAS R,ANDERSON D,2,NA,FALSE,TRUE
ANDERSON DR,ANDERSON D,1,NA,FALSE,FALSE
ANDERSON E,ANDERSON E,11,NA,FALSE,TRUE
ANDERSON ELIZABETH,ANDERSON E,1,NA,FALSE,FALSE
ANDERSON GO,ANDERSON G,1,NA,FALSE,TRUE
ANDERSON J,ANDERSON J,3,NA,FALSE,TRUE
ANDERSON J D,ANDERSON J,1,NA,FALSE,FALSE
ANDERSON J R,ANDERSON J,1,NA,FALSE,FALSE
ANDERSON JA,ANDERSON J,1,NA,FALSE,FALSE
ANDERSON JAMES F,ANDERSON J,1,NA,FALSE,TRUE
